Facility Type,Facility Number,Facility Name,Licensee,Facility Administrator,Facility Telephone Number,Facility Address,Facility City,Facility State,Facility Zip,County Name,Regional Office,Facility Capacity,Facility Status,License First Date,Closed Date
ADULT DAY PROGRAM,107206793,APIQUE BEHAVIORAL SERVICES,AMVA CORPORATION,"HEKIMIAN, VARTAN",(559) 577-4239,3581 W. HOLLAND AVE.,FRESNO,CA,93722,FRESNO,24,105,LICENSED,10/31/2014,
ADULT DAY PROGRAM,435202341,APOLLO ADULT DAY PROGRAM,MS. MARY ANN LAUREL,MS. MARY ANN LAUREL,(408) 280-1500,303 NORTH 15TH STREET,SAN JOSE,CA,95112,SANTA CLARA,26,120,CLOSED,11/29/2012,3/12/2015
ADULT DAY PROGRAM,435202395,APOLLO ADULT DAY PROGRAM,"APOLLO ADP, INC.",MS. MARY ANN LAUREL,(408) 280-1500,303 NORTH 15TH STREET,SAN JOSE,CA,95112,SANTA CLARA,26,120,LICENSED,3/12/2015,
ADULT DAY PROGRAM,397005196,APPLIED ABILITIES PROGRAM,"UNITED CEREBRAL PALSY OF SAN JOAQ., CALAVER, & AMA",ANGELA AMARAL,(209) 956-0290,"324 E. 11TH STREET., STE. C&D",TRACY,CA,95376,SAN JOAQUIN,27,60,LICENSED,10/8/2013,
ADULT DAY PROGRAM,445201411,APTOS SENIOR ACTIVITY CENTER,HOPE REHABILITATION SERVICES,MAUNA MORRIS,(831) 662-8708,8056 VALENCIA ST.,APTOS,CA,95003,SANTA CRUZ,26,42,LICENSED,7/1/2003,
ADULT DAY PROGRAM,370803149,ARC-EAST COUNTY TRAINING CENTER,ARC-EAST COUNTY CHAPTER,MONICA PERALTA,(619) 444-9417,1374 E. LEXINGTON AVENUE,EL CAJON,CA,92019,SAN DIEGO,8,180,LICENSED,7/15/1993,
ADULT DAY PROGRAM,565800867,ARC-HERITAGE VALLEY,"ARC VENTURA, INC",YESENIA GONZALES,(805) 933-9029,116 NORTH 10TH STREET,SANTA PAULA,CA,93060,VENTURA,31,90,LICENSED,1/13/2003,
ADULT DAY PROGRAM,565800360,ARC-OJAI ENRICHMENT CENTER,"ARC OF VENTURA COUNTY, INC., THE",AMBER LUNDEEN,(805) 646-5186,210 CANADA,OJAI,CA,93023,VENTURA,31,105,LICENSED,8/31/1998,
ADULT DAY PROGRAM,385600138,"ARC-SF/COMMUNITY TRAINING PROGRAMS, THE","ARC SAN FRANCISCO, INC.,THE",HALEY BOGOSIAN,(415) 268-0135,416 BAY STREET,SAN FRANCISCO,CA,94133,SAN FRANCISCO,14,60,CLOSED,2/26/2001,8/11/2015
ADULT DAY PROGRAM,486800885,"ARC-SOLANO, THE",ALTERNATIVES IN CURRICULM & TRAINING,MICHAEL C. HUCKINS,(707) 552-2935,3272 SONOMA BLVD #4,VALLEJO,CA,94590,SOLANO,21,30,LICENSED,7/7/2000,
ADULT DAY PROGRAM,150404353,"ARC-TAFT, THE",ASSOCIATION FOR RETARDED CITIZENS-TAFT,"HAGSTROM, MARYANN",(661) 763-1532,204 VAN BUREN STREET,TAFT,CA,93268,KERN,24,45,LICENSED,1/14/1985,
ADULT DAY PROGRAM,565801079,ARC-VENTURA COUNTY (WALKER STREET),"ARC OF VENTURA COUNTY, INC., THE",ALICIA GOMEZ,(805) 644-0880,5101 WALKER STREET,VENTURA,CA,93003,VENTURA,31,90,LICENSED,7/20/2005,
ADULT DAY PROGRAM,107204191,ARC FRESNO BLYTHE TRAINING CENTER,ARC FRESNO,"RAMIREZ, LORI",(559) 226-6268,5184 N. BLYTHE #101,FRESNO,CA,93722,FRESNO,24,60,CLOSED,9/26/2008,3/10/2015
ADULT DAY PROGRAM,107203365,ARC FRESNO ENRICHMENT CENTER,ARC FRESNO,JAMIE MARRASH,(559) 226-6268,4567 N. MARTY,FRESNO,CA,93722,FRESNO,24,125,LICENSED,7/7/2006,
ADULT DAY PROGRAM,107203426,ARC FRESNO KERMAN PRODUCTION CENTER,ARC FRESNO,"RAMIREZ, LORI",(559) 846-8003,662 S. MADERA AVENUE,KERMAN,CA,93630,FRESNO,24,30,CLOSED,7/18/2006,1/14/2015
ADULT DAY PROGRAM,107203534,ARC FRESNO REEDLEY TRAINING CENTER,ARC FRESNO,"RAMIREZ, LORI",(559) 638-5959,1613 12TH STREET,REEDLEY,CA,93654,FRESNO,24,45,CLOSED,6/15/2007,3/6/2018
ADULT DAY PROGRAM,107206895,"ARC FRESNO/MADERA COUNTIES, KERMAN TRAINING CTR.","ARC FRESNO/MADERA COUNTIES, LORI RAMIREZ",JAIME LEAL,(559) 846-8003,14550 W. CALIFORNIA AVENUE,KERMAN,CA,93630,FRESNO,24,100,LICENSED,1/15/2015,
ADULT DAY PROGRAM,107207171,"ARC FRESNO/MADERA COUNTIES, REEDLEY TRAINING CTR","ARC FRESNO/MADERA COUNTIES, THE","RAMIREZ, LORI",(559) 226-6268,1613 12TH STREET,REEDLEY,CA,93654,FRESNO,24,45,LICENSED,6/30/2018,
ADULT DAY PROGRAM,107207163,ARC FRESNO/MADERA REEDLEY TRAINING CENTER,ARC FRESNO/MADERA REEDLEY TRAINING CENTER,THOMAS SCHILLING,(559) 226-6268,5018 AVENUE 416,REEDLEY,CA,93654,FRESNO,24,45,CLOSED,3/6/2018,6/30/2018
ADULT DAY PROGRAM,134603455,ARC IV BEHAVIOR MANAGEMENT PROGRAM,ARC-IMPERIAL VALLEY,MARIA NEGRETE,(760) 482-9388,1291 SOUTH HOPE STREET,EL CENTRO,CA,92243,IMPERIAL,8,70,LICENSED,11/21/2014,
ADULT DAY PROGRAM,134603455,ARC IV BEHAVIOR MANAGEMENT PROGRAM,ARC IMPERIAL VALLEY,ARTURO SANTOS,(760) 352-0309,1291 S. HOPE STREET,EL CENTRO,CA,92243,IMPERIAL,8,70,PENDING,,
ADULT DAY PROGRAM,134601955,ARC IV DEVELOPMENT CENTER,ARC IMPERIAL VALLEY,MARIA NEGRETE,(760) 353-7440,298 E. ROSS AVE,EL CENTRO,CA,92244,IMPERIAL,8,70,LICENSED,3/31/2004,
ADULT DAY PROGRAM,19200406,"ARC OF ALAMEDA COUNTY SAN LEANDRO SCOPE, THE",ARC OF ALAMEDA COUNTY,PHYLLIS PIPPINS-ROBERSON,(510) 357-3569,14700 DOOLITTLE DRIVE,SAN LEANDRO,CA,94577,ALAMEDA,15,70,LICENSED,2/24/2012,
ADULT DAY PROGRAM,19200135,"ARC OF ALAMEDA COUNTY WALPERT AVP, THE",ARC OF ALAMEDA CO WALPERT ALTERNATIVE VENTURES PRO,"TUTTLE, RENEE",(510) 357-3569,1101 WALPERT STREET,HAYWARD,CA,94541,ALAMEDA,15,120,LICENSED,7/9/2004,
ADULT DAY PROGRAM,19200361,"ARC OF ALAMEDA CO. ALTERNATIVE VENTURES PROG., THE","ARC OF ALAMEDA COUNTY, THE",CECILIA CHAU-CONNOLLY,(510) 357-3569,14700 DOOLITTLE STREET,SAN LEANDRO,CA,94577,ALAMEDA,15,60,LICENSED,6/18/2010,
ADULT DAY PROGRAM,15600390,"ARC OF ALAMEDA CO., UC SCOPE/ALTERNATIVE VENTURES","ARC-ALAMEDA COUNTY, THE",PHYLLIS PIPPINS-ROBERSON,(510) 477-0899,34135 SEVENTH STREET,UNION CITY,CA,94587,ALAMEDA,15,149,LICENSED,11/16/1999,
ADULT DAY PROGRAM,57000034,"ARC OF AMADOR AND CALAVERAS, THE","ARC OF AMADOR AND CALAVERAS, THE",KARYN GREGORIUS,(209) 754-4001,153 BELLVIEW,SAN ANDREAS,CA,95249,CALAVERAS,27,40,LICENSED,10/27/1994,
ADULT DAY PROGRAM,37000102,ARC OF AMADOR/CALAVERAS,ARC OF AMADOR/CALAVERAS,KARYN GREGORIUS,(209) 267-5978,75 ACADEMY DRIVE,SUTTER CREEK,CA,95685,AMADOR,27,45,LICENSED,10/27/1994,
ADULT DAY PROGRAM,45002089,"ARC OF BUTTE COUNTY - OROVILLE, THE","ARC OF BUTTE COUNTY, INC., THE","THOMPSON, MICHELLE",(530) 532-1272,2745 ORO DAM BLVD.,OROVILLE,CA,95966,BUTTE,25,45,LICENSED,2/28/2008,
ADULT DAY PROGRAM,45000756,"ARC OF BUTTE COUNTY, THE","ARC OF BUTTE COUNTY, THE","SILVA, SARAH",(530) 891-5865,2040 PARK AVE,CHICO,CA,95928,BUTTE,25,90,LICENSED,3/3/1999,
ADULT DAY PROGRAM,374603127,"ARC OF SAN DIEGO-NORTH COUNTY TRAINING CENTER, THE","ARC OF SAN DIEGO-NORTH COUNTY TRAINING CENTER, THE","ORCUTT, LAURA",(760) 740-6800,"1336 RANCHEROS DRIVE, STE 100",SAN MARCOS,CA,92069,SAN DIEGO,8,200,LICENSED,7/18/2011,
ADULT DAY PROGRAM,370803192,ARC OF SAN DIEGO-SOL AND RUTH GERBER FAMILY CENTER,"ARC OF SAN DIEGO, THE",LLORIE VAUGHAN,(619) 427-7524,1280 NOLAN AVENUE,CHULA VISTA,CA,91911,SAN DIEGO,8,186,LICENSED,9/26/1993,
ADULT DAY PROGRAM,370808543,"ARC OF SAN DIEGO, THE","ARC OF SAN DIEGO, THE",STEPHEN HOJSAN,(858) 715-3780,9575 AERO DRIVE,SAN DIEGO,CA,92123,SAN DIEGO,8,220,LICENSED,12/13/1992,
ADULT DAY PROGRAM,507001326,"ARC OF STANISLAUS-COMMUNITY TRAINING, THE","ARC OF STANISLAUS COUNTY, THE",MARISOL MORENO,(209) 521-9877,4801 STRATOS WAY STE. A,MODESTO,CA,95356,STANISLAUS,27,90,LICENSED,9/28/1999,
ADULT DAY PROGRAM,565801544,"ARC OF VENTURA COUNTY - OXNARD, THE","ARC OF VENTURA COUNTY, INC., THE",JUAN GARCIA,(805) 240-1620,"416 NORTH A"" ST""",OXNARD,CA,93030,VENTURA,31,90,LICENSED,2/6/2008,
ADULT DAY PROGRAM,374602842,ARC SULPIZIO FAMILY ARC CENTER,"ARC OF SAN DIEGO, THE",MELANIE MCCOY,(619) 685-1175,3030 MARKET STREET,SAN DIEGO,CA,92102,SAN DIEGO,8,135,LICENSED,6/1/2009,
ADULT DAY PROGRAM,565801424,ARC VC-COCHRAN,"ARC VENTURA COUNTY, INCORPORATED",KARIE RAGAN,(805) 520-0399,5143 COCHRAN STREET,SIMI VALLEY,CA,93063,VENTURA,31,90,LICENSED,2/21/2007,
ADULT DAY PROGRAM,565801116,ARC VENTURA COUNTY-SKYWAY DRIVE,"ARC VENTURA COUNTY, INC.",KEVIN GIESREGEN,(805) 389-7319,280 SKYWAY DRIVE,CAMARILLO,CA,93010,VENTURA,31,106,LICENSED,5/4/2005,
ADULT DAY PROGRAM,197606385,ARC VENTURA COUNTY(ARCADE),"ARC OF VENTURA COUNTY, INC., THE",MARY KAY BURKE-SAWYER,(805) 652-0541,295 S. ARCADE DRIVE,VENTURA,CA,93003,LOS ANGELES,31,100,LICENSED,10/31/2005,
ADULT DAY PROGRAM,19200015,"ARTFUL STEPS PROGRAM, THE",STEPPING STONES GROWTH CENTER,"BEHR, JANET",(510) 568-3331,311 MACARTHUR BLVD.,SAN LEANDRO,CA,94577,ALAMEDA,15,28,LICENSED,7/3/2002,
ADULT DAY PROGRAM,455000523,ARTISTIC ENDEAVORS,ARTISTIC ENDEAVORS INC.,"CORY, LAURIE L.",(530) 242-0173,491 LAKE BLVD,REDDING,CA,96003,SHASTA,25,45,LICENSED,10/24/1997,
ADULT DAY PROGRAM,79200268,ASIAN FAMILY RESOURCE CENTER,CONTRA COSTA ARC,MINDY MING-SAN LEE,(510) 970-9750,12240 SAN PABLO AVE,RICHMOND,CA,94805,CONTRA COSTA,15,30,LICENSED,1/1/2012,
ADULT DAY PROGRAM,565800253,ASSOCIATION FOR RETARDED CITIZENS - VENTURA,"ARC VENTURA COUNTY, NON-PROFIT CORPORATION",PAULA JOHNSON,(805) 527-1358,3340 E. LOS ANGELES AVENUE,SIMI VALLEY,CA,93063,VENTURA,31,90,LICENSED,9/8/1997,
ADULT DAY PROGRAM,360900865,ASSOCIATION FOR RETARDED CITIZENS SAN BDNO AREA,ASSOCIATION FOR RETARDED CITIZENS SAN BDNO AREA,"OXNEVAD, KRISTINA",(909) 884-6484,796 E. SIXTH STREET,SAN BERNARDINO,CA,92410,SAN BERNARDINO,18,70,LICENSED,5/4/1993,
ADULT DAY PROGRAM,425802103,ATTERDAG VILLAGE OF SOLVANG,"SOLVANG LUTHERAN HOME, INC.","PARKER, CHRISTOPHER W",(805) 688-3263,636 ATTERDAG ROAD,SOLVANG,CA,93463,SANTA BARBARA,29,8,LICENSED,2/27/2017,
ADULT DAY PROGRAM,317001743,AUBURN COMMUNITY ACCESS PROGRAM,RES-CARE CALIFORNIA INC DBA RCCA SERVICES,"HAMMER, MARY",(530) 888-6580,11960 HERITAGE OAK PL STE 110,AUBURN,CA,95603,PLACER,27,50,LICENSED,1/30/2002,
ADULT DAY PROGRAM,216803659,AUTISTRY STUDIOS,AUTISTRY STUDIOS INCORPORATED,"LAWSON, JANET K",(415) 454-1037,448 DU BOIS ST,SAN RAFAEL,CA,94901,MARIN,21,15,LICENSED,5/2/2017,
ADULT DAY PROGRAM,191800735,AUTUMN COTTAGE ADULT DAY CARE,"MARTIN, JR., WILLIAM WILEY","MARTIN, WILLIAM W.",(323) 666-1121,1510-12 N. KENMORE AVE.,LOS ANGELES,CA,90027,LOS ANGELES,31,40,LICENSED,5/10/1988,
ADULT DAY PROGRAM,191221427,AVANTI ADULT SERVICES,LUTHERAN SOCIAL SERVICES OF SOUTHERN CALIFORNIA,MARTIN GORDON,(626) 564-0191,60 NORTH DAISY AVENUE,PASADENA,CA,91107,LOS ANGELES,28,131,LICENSED,2/1/1990,
ADULT DAY PROGRAM,297004640,AVENUES,CHOICES TRANSITIONAL SERVICES (TAAP DAY PROGRAM),KIMBERLY WHITINGTON,(530) 550-8034,11025 PIONEER TRAIL #102,TRUCKEE,CA,96161,NEVADA,27,30,LICENSED,8/17/2010,
ADULT DAY PROGRAM,374603572,AVID BEHAVIORAL DAY PROGRAM,AVID BEHAVIORAL DAY PROGRAM CORP,SARAI MARCELIN,(442) 999-5740,562 W GRAND AVENUE,ESCONDIDO,CA,92025,SAN DIEGO,8,45,LICENSED,4/13/2015,
ADULT DAY PROGRAM,374604106,AVID BEHAVIORAL DAY PROGRAM,AVID BEHAVIORAL DAY PROGRAM,"MAHARAI, LORENA",(760) 691-9622,1221 WEST VISTA WAY,VISTA,CA,92025,SAN DIEGO,8,45,PENDING,,
ADULT DAY PROGRAM,374603553,AVID BEHAVIORAL DAY PROGRAM CORP,AVID BEHAVIORAL DAY PROGRAM CORP,"MAHARAJ, LORENA",(760) 691-9622,"1408 S ESCONDIDO BLVD, SUITE A",ESCONDIDO,CA,92025,SAN DIEGO,8,30,CLOSED,,2/25/2014
ADULT DAY PROGRAM,317004994,A.I.M. & ASSOCIATES-510 ADULT DEVELOPMENT PROGRAM,"A.I.M & ASSOCIATES, INC.","BRANDON, JANET D.",(530) 392-4820,11768 ATWOOD ROAD #30,AUBURN,CA,95603,PLACER,27,30,CLOSED,6/20/2012,9/17/2015
ADULT DAY PROGRAM,317005904,"A.I.M. & ASSOCIATES, 510 ADULT DEVELOPMENT PROGRAM","A.I.M. & ASSOCIATES, INC.",JANET D. BRANDON,(530) 392-4820,11930 HERITAGE OAK PLACE STE.4,AUBURN,CA,95603,PLACER,27,30,LICENSED,9/16/2015,
ADULT DAY PROGRAM,75600310,A.L.I.V.E,"FUTURES EXPLORED, INC.","MUSANTE, PENNY",(925) 825-0263,"4071 PORT CHICAGO HWY, STE 140",CONCORD,CA,94520,CONTRA COSTA,15,45,CLOSED,1/5/1999,7/31/2015
ADULT DAY PROGRAM,197605704,A.V. FOUNDATION FOR THE DEVELOPMENTALLY DISABLED,ANTELOPE VALLEY FOUNDATION FOR THE D.D.'S,"STEVEN E. SULTAN, PH.D.",(661) 945-7290,646 WEST LANCASTER BLVD.,LANCASTER,CA,93534,LOS ANGELES,31,228,LICENSED,11/14/2005,
ADULT DAY PROGRAM,419210083,B AND L LEE DAY PROGRAM,B AND L LEE DAY PROGRAM,JENNIFER OCTABIANO,(650) 312-9407,191 WEST 25TH AVENUE,SAN MATEO,CA,94403,SAN MATEO,14,32,LICENSED,6/1/2009,
ADULT DAY PROGRAM,15600591,BACS ADULT DAY CARE SERVICES,BAY AREA COMMUNITY SERVICES,"MACAULIFFE, BARBARA",(510) 601-1074,5714 MARTIN LUTHER KING WAY,OAKLAND,CA,94609,ALAMEDA,15,30,LICENSED,8/11/2001,
ADULT DAY PROGRAM,19200193,BACS ADULT DAY CARE/FREMONT,"BAY AREA COMMUNITY SERVICES, INC",LOREN JACKSON,(510) 656-7742,40963 GRIMMER BLVD,FREMONT,CA,94538,ALAMEDA,15,42,LICENSED,1/25/2006,
ADULT DAY PROGRAM,150403669,BAKERSFIELD ASSOC. FOR RETARDED CITIZENS(BARC),BAKERSFIELD ASSOCIATION FOR RETARDED CITIZENS,"HALLMAN, DOROTHY",(661) 834-2272,2240 SOUTH UNION AVENUE,BAKERSFIELD,CA,93307,KERN,24,180,LICENSED,6/1/1982,
ADULT DAY PROGRAM,565800670,BALLARD VOCATIONAL SERVICE CENTER,BONITA BALLARD,BONITA BALLARD,(805) 815-3233,421 S. VENTURA RD. STE#30,OXNARD,CA,93030,VENTURA,29,30,CLOSED,6/11/2001,2/23/2015
ADULT DAY PROGRAM,565801913,BALLARD VOCATIONAL SERVICE CENTER,"BALLARD, BONITA",BONITA BALLARD,(805) 815-3233,"3151 WEST 5TH STREET, #102",OXNARD,CA,93030,VENTURA,31,60,LICENSED,2/23/2015,
ADULT DAY PROGRAM,366401845,BARSTOW EMPLOYMENT SPECIALIZED TRAINING OPPORTUNIT,BARSTOW EMPLOYMENT SPECIALIZED TRAINING OPPORTUNIT,KARIN ETHERIDGE,(760) 256-1030,120 CAL AVENUE,BARSTOW,CA,92311,SAN BERNARDINO,18,48,LICENSED,8/14/1997,
ADULT DAY PROGRAM,336408864,BASIC OCCUPATIONAL TRAINING CENTER,MITZIE YODITES AS THE BASIC OCCUPATIONAL TRAINING,MITZIE YODITES,(951) 788-2349,1044 E. LA CADENA,RIVERSIDE,CA,92501,RIVERSIDE,18,90,CLOSED,4/26/2004,4/15/2015
ADULT DAY PROGRAM,336426342,BASIC OCCUPATIONAL TRAINING CENTER,"YODITES & ASSOCIATES MANAGEMENT, LLC.",MITZIE YODITES,(951) 788-2349,1044 E. LA CADENA,RIVERSIDE,CA,92507,RIVERSIDE,18,90,LICENSED,4/15/2015,
ADULT DAY PROGRAM,336424627,BASIC OCCUPATIONAL TRAINING CENTER,YODITES AND ASSOCIATES MANAGEMENT LLC.,"YODITES, MITZIE",(951) 735-5084,1121 BRADFORD CIRCLE,CORONA,CA,92882,RIVERSIDE,18,100,LICENSED,9/2/2010,
ADULT DAY PROGRAM,336409381,BASIC OCCUPATIONAL TRAINING CENTER SAN JACINTO,"YODITES & ASSOCIATES MANAGEMENT, LLC",MITZIE YODITES,(951) 487-2725,"1215 BUENA VISTA, STE F,G & H",SAN JACINTO,CA,92583,RIVERSIDE,18,75,LICENSED,5/21/2004,
ADULT DAY PROGRAM,336409382,"BASIC OCCUPATIONAL TRAINING CENTER, INC.","YODITES & ASSOCIATES MANAGEMENT, LLC",MITZIE YODITES,(951) 657-8028,1323 JET WAY,PERRIS,CA,92571,RIVERSIDE,18,105,LICENSED,5/21/2004,
ADULT DAY PROGRAM,19200344,BAY AREA ADULT DAY PROGRAM,COMMUNITY HOUSING ALTERNATIVES INC.,CARLA HENRY,(510) 830-6068,5607 HOLWAY STREET,OAKLAND,CA,94601,ALAMEDA,15,18,LICENSED,8/13/2009,
ADULT DAY PROGRAM,445202097,BAYSIDE ADULT DAY ACTIVITY PROGRAM,MICHAEL CARLONE,DAN DORAN,(831) 475-0888,2301 17TH AVE.,SANTA CRUZ,CA,95062,SANTA CRUZ,26,60,LICENSED,6/15/2010,
ADULT DAY PROGRAM,19200699,BAYVIEW ADULT DAY PROGRAM,L3K ENTERPRISES LLC DBA BAYVIEW ADULT DAY PROGRAM,"LALATA, LORA KRISTINA",(510) 489-2269,33501 WESTERN AVENUE,UNION CITY,CA,94587,ALAMEDA,15,30,CLOSED,,11/17/2016
ADULT DAY PROGRAM,197601136,BCR  A PLACE TO GROW ,BURBANK CENTER FOR THE RETARDED,JULIE LARSEN,(818) 843-4907,230 E. AMHERST DR.,BURBANK,CA,91504,LOS ANGELES,28,60,LICENSED,1/2/1997,
ADULT DAY PROGRAM,306004602,BEACON AUTISTIC SPECTRUM INDEPENDENCE CENTER,"BEACON AUTISTIC SPECTRUM INDEPENDENCE CENTER, INC.",EDWARD MIGUEL,(714) 288-4200,24 CENTERPOINTE DRIVE,LA PALMA,CA,90623,ORANGE,22,24,CLOSED,,10/9/2014
ADULT DAY PROGRAM,496802029,BECOMING INDEPENDENT-HEALDSBURG,BECOMING INDEPENDENT,"COX, JAMES",(707) 431-1345,625 CENTER STREET,HEALDSBURG,CA,95448,SONOMA,21,50,LICENSED,5/21/2007,
ADULT DAY PROGRAM,496801817,BECOMING INDEPENDENT-NORTHPOINT,BECOMING INDEPENDENT,"GRAY, APRIL",(707) 524-6600,2194 NORTHPOINT PARKWAY,SANTA ROSA,CA,95407,SONOMA,21,75,CLOSED,9/13/2005,7/2/2014
ADULT DAY PROGRAM,496801563,BECOMING INDEPENDENT-SANTA ROSA,BECOMING INDEPENDENT,"COX, JAMES",(707) 524-6600,1455 CORPORATE CENTER PKWY.,SANTA ROSA,CA,95407,SONOMA,21,285,LICENSED,3/4/2004,
ADULT DAY PROGRAM,496803495,BECOMING INDEPENDENT-SANTA ROSA #2-VEC,BECOMING INDEPENDENT,"COX, JAMES",(707) 524-6600,1425 CORPORATE CENTER PARKWAY,SANTA ROSA,CA,95407,SONOMA,21,120,LICENSED,7/2/2014,
ADULT DAY PROGRAM,496801579,BECOMING INDEPENDENT-SONOMA VALLEY,"BECOMING INDEPENDENT, INC","COX, JAMES",(707) 996-5988,355 WEST NAPA ST.,SONOMA,CA,95476,SONOMA,21,60,CLOSED,3/29/2004,9/25/2018
ADULT DAY PROGRAM,496803804,BECOMING INDEPENDENT SONOMA VALLEY,BECOMING INDEPENDENT,"COX, JAMES",(707) 996-5988,730 WEST NAPA STREET,SONOMA,CA,95476,SONOMA,21,18,PENDING,,
ADULT DAY PROGRAM,198600769,BEHAVIOR EDUCATION & LEARNING INSTITUTE,"BEHAVIOR EDUCATION & LEARNING INSTITUTE, INC",DANIELLE BERGER,(626) 457-8718,1919 PALM AVE,ALHAMBRA,CA,91803,LOS ANGELES,28,75,LICENSED,8/27/2007,
ADULT DAY PROGRAM,397004527,BETHANY ADULT DAY CARE,BETHANY HOME SOCIETY OF SAN JOAQUIN COUNTY INC,"HEATWOLE, JOYCE",(209) 599-7670,1010 WEST 2ND STREET,RIPON,CA,95366,SAN JOAQUIN,27,12,LICENSED,2/16/2010,
ADULT DAY PROGRAM,389210055,BETHESDA LUTHERAN COMMUNITIES-BETHEL CENTER,BETHESDA LUTHERAN COMMUNITIES-BETHEL CENTER,"LIPSCOMB, BEVERLY",(415) 586-4977,2557 ALEMANY BLVD.,SAN FRANCISCO,CA,94112,SAN FRANCISCO,14,30,CLOSED,9/17/2012,3/18/2016
ADULT DAY PROGRAM,107202378,BETHESDA LUTHERAN COMMUNITIES-CLOVIS COMM.LIFE,BETHESDA LUTHERAN COMMUNITIES,"OGBEIDE, PHILIP",(559) 791-2000,"290 SHAW AVENUE, STE B2",CLOVIS,CA,93612,FRESNO,24,8,CLOSED,6/30/2010,1/28/2015
ADULT DAY PROGRAM,455002290,BETHESDA LUTHERAN COMMUNITIES-REFLECTIONS,"BETHESDA LUTHERAN COMMUNITIES, INC.","MILLER, LINDA",(530) 605-1866,"2875 CHURN CREEK ROAD, SUITE B",REDDING,CA,96002,SHASTA,25,30,CLOSED,12/8/2009,8/31/2018
ADULT DAY PROGRAM,107206857,BETHESDA LUTHERAN COMMUNITIES - CLOVIS COMM. LIFE,BETHESDA LUTHERAN COMMUNITIES,"OGBEIDE, PHILIP",(559) 322-5611,1320 SHAW AVE. SUITE 139,FRESNO,CA,93710,FRESNO,24,8,CLOSED,,1/28/2015
ADULT DAY PROGRAM,347005197,BETTER HORIZONS DAY PROGRAM,BHDPC/BETTER HORIZONS DAY PROGRAM CORPORATION,"DIAZ, MONALYN",(916) 627-8700,4508 BROOKFIELD DRIVE,SACRAMENTO,CA,95823,SACRAMENTO,27,30,LICENSED,7/12/2013,
ADULT DAY PROGRAM,435202124,BEYOND POTENTIAL LEARNING CENTER,"RESEARCH & RESULTS TEAM, LLC",CARMELA MAGPAYO,(408) 438-0377,1753 SOUTH MAIN STREET,MILPITAS,CA,95035,SANTA CLARA,26,75,LICENSED,2/23/2009,
ADULT DAY PROGRAM,347005499,BLOSSOMDELL COMMUNITY INC.,BLOSSOMDELL COMMUNITY INC.,XIAMY LY-UANG,(916) 429-2402,4600 47TH AVENUE STE.111,SACRAMENTO,CA,95824,SACRAMENTO,27,15,CLOSED,,3/3/2015
ADULT DAY PROGRAM,366424635,BRASWELL'S CHATEAU VILLA,BRASWELL'S CHATEAU VILLA ADC,"HEFNER, JANIE",(909) 793-0433,620 E. HIGHLAND,REDLANDS,CA,92374,SAN BERNARDINO,18,30,LICENSED,5/19/2011,
ADULT DAY PROGRAM,366424635,BRASWELL'S CHATEAU VILLA,BRASWELL'S CHATEAU VILLA ADC,"HEFNER, JANIE",(909) 793-0433,620 E. HIGHLAND,REDLANDS,CA,92374,SAN BERNARDINO,19,30,LICENSED,5/19/2011,
ADULT DAY PROGRAM,455001380,BRAVO PROGRAM,"ZIKAN, RODNEY","ZIKAN, RODNEY",(530) 221-5251,9560 CROSSROADS DRIVE,REDDING,CA,96003,SHASTA,25,30,LICENSED,5/6/2003,
ADULT DAY PROGRAM,455001755,BRAVO PROGRAM - ACCESS CENTER,"ZIKAN, RODNEY","ZIKAN, RODNEY",(530) 221-5251,9552 CROSSROADS DRIVE,REDDING,CA,96003,SHASTA,25,15,LICENSED,8/26/2005,
ADULT DAY PROGRAM,198203399,"BREAKTHROUGH SERVICES, INC.","BETTIOL, TINA","BETTIOL, TINA",(310) 418-3433,23734 ARLINGTON AVE.,TORRANCE,CA,90501,LOS ANGELES,28,18,LICENSED,12/7/2001,
ADULT DAY PROGRAM,197609124,"BREATHE WEHO TREATMENT SERVICES, LLC","BREATHE WEHOTREATMENT SERVICES, LLC",DEB HUGHES,(323) 997-4409,8730 W. SUNSET BLVD. SUITE 550,WEST HOLLYWOOD,CA,90069,LOS ANGELES,31,30,CLOSED,,6/13/2017
ADULT DAY PROGRAM,198602221,BRIGHTER DAYS ADULT CARE,BRIGHTER DAYS ADULT CARE LLC,"MIFFLIN, KEN",(323) 291-1221,4301 S WESTERN AVE,LOS ANGELES,CA,90062,LOS ANGELES,28,30,CLOSED,,11/7/2016
ADULT DAY PROGRAM,198601938,BRIGHTER OUTLOOK  II,"BEN BOLLINGER ENTERPRISES, INC.",WENDY DE LEON,(310) 631-6360,2112 E. GLADWICK STREET,RANCHO DOMINGUEZ,CA,90220,LOS ANGELES,28,90,LICENSED,2/25/2015,
ADULT DAY PROGRAM,198601939,BRIGHTER OUTLOOK  III,"BEN BOLLINGER ENTERPRISES, INC.",WENDY DE LEON,(562) 426-6100,1516 E. 33RD STREET,SIGNAL HILL,CA,90755,LOS ANGELES,28,36,LICENSED,12/30/2014,
ADULT DAY PROGRAM,198600934,BRIGHTER OUTLOOK I,"BEN BOLLINGER ENTERPRISES, INC",WENDY DELEON,(310) 631-2070,2110 E GLADWICK ST.,RANCHO DOMINGUEZ,CA,90220,LOS ANGELES,28,90,CLOSED,2/2/2007,2/3/2015
